lat,lon,addr,sqft,assessed,market,subsidy,change,county
36.60454,-118.06098,"190 S Lone Pine Ave, Lone Pine",7500,413091,413091,0,-1239,Inyo
36.61404,-118.063,"307 Lubken Ave, Lone Pine",6600,175055,379322,2410,1272,Inyo
36.60468,-118.06098,"180 S Lone Pine Ave, Lone Pine",7500,100302,379322,3292,2154,Inyo
36.61407,-118.0628,"311 Lubken Ave, Lone Pine",6600,165781,379322,2520,1382,Inyo
36.60482,-118.06098,"226 S Lone Pine Ave, Lone Pine",7500,147706,379322,2733,1595,Inyo
36.61411,-118.0626,"321 Lubken Ave, Lone Pine",6600,184525,379322,2299,1161,Inyo
37.36437,-118.40393,"762 Grove St, Bishop",5500,345804,605747,3067,1250,Inyo
37.36437,-118.40367,"750 Grove St, Bishop",11030,156842,605747,5297,3480,Inyo
36.61415,-118.0624,"331 Lubken Ave, Lone Pine",6600,219091,379322,1891,753,Inyo
37.36438,-118.40333,"736 Grove St, Bishop",10862,742845,742845,0,-2229,Inyo
37.36438,-118.40259,"487 Home St, Bishop",7603,289288,605747,3734,1917,Inyo
36.6142,-118.06214,"341 Lubken Ave, Lone Pine",10621,85892,379322,3462,2325,Inyo
37.36408,-118.4029,"725 W Pine St, Bishop",5450,173783,605747,5097,3280,Inyo
36.61373,-118.06209,"340 Lubken Ave, Lone Pine",6374,85827,379322,3463,2325,Inyo
37.36408,-118.40307,"731 W Pine St, Bishop",5450,276045,605747,3890,2073,Inyo
37.36407,-118.40324,"737 W Pine St, Bishop",5431,415114,605747,2249,432,Inyo
37.36438,-118.40276,"712 Grove St, Bishop",3258,173936,605747,5095,3278,Inyo
36.61365,-118.06248,"320 Lubken Ave, Lone Pine",6658,379746,379746,0,-1139,Inyo
37.36437,-118.40414,"774 Grove St, Bishop",7721,295157,605747,3665,1848,Inyo
36.61362,-118.06268,"310 Lubken Ave, Lone Pine",6654,174823,379322,2413,1275,Inyo
36.60581,-118.06106,"104 S Lone Pine Ave, Lone Pine",7140,130564,379322,2935,1797,Inyo
36.61358,-118.06288,"300 Lubken Ave, Lone Pine",6654,170597,379322,2463,1325,Inyo
37.36407,-118.40428,"775 W Pine St, Bishop",5777,187311,605747,4938,3120,Inyo
37.36407,-118.4041,"769 W Pine St, Bishop",5450,380881,605747,2653,836,Inyo
36.61355,-118.06308,"290 Lubken Ave, Lone Pine",6650,126771,379322,2980,1842,Inyo
36.60581,-118.06081,"328 E Mountain View St, Lone Pine",3570,211299,379322,1983,845,Inyo
37.36407,-118.4035,"751 W Pine St, Bishop",10900,463508,605747,1678,-139,Inyo
36.61351,-118.06328,"280 Lubken Ave, Lone Pine",6646,88049,379322,3437,2299,Inyo
37.36401,-118.40264,"409 Home St, Bishop",5900,87142,605747,6120,4302,Inyo
36.61348,-118.06348,"270 Lubken Ave, Lone Pine",6640,344812,379322,407,-731,Inyo
37.36438,-118.40307,"730 Grove St, Bishop",5431,596418,605747,110,-1707,Inyo
36.60509,-118.06047,"151 S Hay St, Lone Pine",7500,257026,379322,1443,305,Inyo
36.61337,-118.06408,"240 Lubken Ave, Lone Pine",6630,126382,379322,2985,1847,Inyo
37.36438,-118.4029,"724 Grove St, Bishop",5431,194339,605747,4855,3037,Inyo
37.36437,-118.40446,"786 Grove St, Bishop",13015,272195,605747,3936,2119,Inyo
36.61334,-118.06428,"230 Lubken Ave, Lone Pine",6629,60732,379322,3759,2621,Inyo
36.60495,-118.06047,"163 S Hay St, Lone Pine",7500,163077,379322,2552,1414,Inyo
36.6133,-118.06448,"220 Lubken Ave, Lone Pine",6626,210653,379322,1990,852,Inyo
36.61327,-118.06468,"210 Lubken Ave, Lone Pine",6622,394003,394003,0,-1182,Inyo
36.60581,-118.05914,"101 South Mt Whitney Dr, Lone Pine",9282,374345,379322,59,-1079,Inyo
36.61323,-118.06488,"200 Lubken Ave, Lone Pine",6617,96821,379322,3334,2196,Inyo
36.60564,-118.05914,"111 S Mt Whitney Dr, Lone Pine",6500,142934,379322,2789,1651,Inyo
36.6055,-118.05914,"121 S Mt Whitney Dr, Lone Pine",6500,30475,379322,4116,2978,Inyo
36.61342,-118.06378,"250 Lubken Ave, Lone Pine",13272,335553,379322,516,-621,Inyo
36.60482,-118.05914,"171 S Mt Whitney Dr, Lone Pine",6500,179096,379322,2363,1225,Inyo
36.61392,-118.0637,"269 Lubken Ave, Lone Pine",13200,244627,379322,1589,451,Inyo
36.60468,-118.05914,"181 S Mt Whitney Dr, Lone Pine",6500,180908,379322,2341,1203,Inyo
36.61367,-118.0651,"205 Lubken Ave, Lone Pine",13200,199239,379322,2125,987,Inyo
37.36439,-118.40208,"692 Grove St, Bishop",10000,588225,605747,207,-1610,Inyo
36.60468,-118.05969,"180 S Hay St, Lone Pine",7499,100470,379322,3290,2152,Inyo
37.36437,-118.40152,"662 Grove St, Bishop",8751,414907,605747,2252,435,Inyo
37.36437,-118.40131,"656 Grove St, Bishop",5834,435094,605747,2014,196,Inyo
37.36438,-118.40074,"630 Grove St, Bishop",8667,261509,605747,4062,2245,Inyo
37.36409,-118.40022,"607 West Pine St, Bishop",8667,657900,657900,0,-1974,Inyo
37.36409,-118.40074,"631 W Pine St, Bishop",8667,436108,605747,2002,184,Inyo
37.36408,-118.40105,"651 West Pine St, Bishop",10834,565334,605747,477,-1340,Inyo
37.36407,-118.40131,"657 W Pine St, Bishop",5000,392380,605747,2518,700,Inyo
36.60656,-118.06739,"325 N Brewery St, Lone Pine",209523,897049,897049,0,-2691,Inyo
37.36407,-118.40148,"663 W Pine St, Bishop",5000,333221,605747,3216,1399,Inyo
36.60495,-118.05914,"161 S Mt Whitney Dr, Lone Pine",6500,90140,379322,3412,2274,Inyo
37.36438,-118.40105,"650 Grove St, Bishop",10834,579640,605747,308,-1509,Inyo
36.60542,-118.05968,"126 S Hay St, Lone Pine",13050,147966,379322,2730,1592,Inyo
36.60563,-118.05968,"114 S Hay St, Lone Pine",9839,261126,379322,1395,257,Inyo
37.36401,-118.40209,"408 Home St, Bishop",5880,507715,605747,1157,-660,Inyo
36.60693,-118.06544,"315 N Washington St, Lone Pine",5000,50635,379322,3879,2741,Inyo
37.36417,-118.40209,"436 Home St, Bishop",5668,454765,605747,1782,-36,Inyo
36.60523,-118.05914,"141 S Mt Whitney Dr, Lone Pine",6500,138300,379322,2844,1706,Inyo
36.60687,-118.06586,"221 West Willow St, Lone Pine",20000,309436,379322,825,-313,Inyo
36.60621,-118.06509,"217 N Washington St, Lone Pine",5000,236414,379322,1686,548,Inyo
36.60609,-118.06503,"215 N Washington St, Lone Pine",5000,190441,379322,2229,1091,Inyo
37.36439,-118.39954,"536 Grove St, Bishop",5170,519566,605747,1017,-800,Inyo
36.60509,-118.05969,"150 S Hay St, Lone Pine",7500,154893,379322,2648,1510,Inyo
37.36407,-118.3994,"515 W Pine St, Bishop",7755,421382,605747,2176,358,Inyo
36.60454,-118.0584,"503 E Post St, Lone Pine",7250,98443,379322,3314,2176,Inyo
37.36407,-118.39968,"563 W Pine St, Bishop",7755,586499,605747,227,-1590,Inyo
36.60468,-118.0584,"180 S Mt Whitney Dr, Lone Pine",7250,169516,379322,2476,1338,Inyo
36.60645,-118.06565,"222 N Brewery St, Lone Pine",13000,331499,379322,564,-574,Inyo
36.60711,-118.06488,"310 N Washington St, Lone Pine",5000,128646,379322,2958,1820,Inyo
36.60485,-118.0584,"170 S Mt Whitney Dr, Lone Pine",10875,357000,379322,263,-875,Inyo
36.60506,-118.0584,"150 South Mt Whitney Dr, Lone Pine",10875,360810,379322,218,-920,Inyo
36.60523,-118.0584,"140 S Mt Whitney Dr, Lone Pine",7250,238823,379322,1658,520,Inyo
37.3644,-118.3987,"450 Grove St, Bishop",6110,123253,605747,5693,3876,Inyo
37.3644,-118.39844,"487 N Fowler St, Bishop",7990,207661,605747,4697,2880,Inyo
36.60537,-118.0584,"130 S Mt Whitney Dr, Lone Pine",7250,134081,379322,2894,1756,Inyo
37.36408,-118.39848,"409 North Fowler St, Bishop",10340,426534,605747,2115,297,Inyo
36.60582,-118.0579,"115 S Lakeview St, Lone Pine",8911,331220,379322,568,-570,Inyo
37.16568,-118.2925,"250 W Crocker Ave, Big Pine",35355,151801,431538,3301,2006,Inyo
37.36407,-118.39896,"408 Schley St, Bishop",5170,210141,605747,4668,2851,Inyo
36.60565,-118.05791,"125 S Lakeview St, Lone Pine",8700,332049,379322,558,-580,Inyo
37.16564,-118.29167,"210 W Crocker Ave, Big Pine",43690,316413,431538,1358,64,Inyo
36.6075,-118.06344,"131 E Willow St, Lone Pine",5000,143903,379322,2778,1640,Inyo
36.60745,-118.0636,"121 E Willow St, Lone Pine",5000,64364,379322,3717,2579,Inyo
36.60516,-118.05791,"151 S Lakeview St, Lone Pine",14500,176268,379322,2396,1258,Inyo
36.60491,-118.05791,"161 S Lakeview St, Lone Pine",11600,284336,379322,1121,-17,Inyo
37.16477,-118.29122,"181 Dewey St, Big Pine",10593,312120,431538,1409,115,Inyo
37.36401,-118.39792,"408 N Fowler St, Bishop",5500,311945,605747,3467,1650,Inyo
37.16566,-118.29128,"190 W Crocker Ave, Big Pine",38590,165724,431538,3137,1842,Inyo
37.3642,-118.39792,"436 N Fowler St, Bishop",8250,358410,605747,2919,1101,Inyo
37.36442,-118.39792,"486 North Fowler St, Bishop",8250,288253,605747,3746,1929,Inyo
37.16477,-118.29176,"221 Dewey St, Big Pine",8789,360000,431538,844,-450,Inyo
37.36403,-118.3975,"407 Hammond St, Bishop",6900,752403,752403,0,-2257,Inyo
36.60787,-118.06229,"249 E Willow St, Lone Pine",7500,47827,379322,3912,2774,Inyo
37.36334,-118.39759,"337 Academy Ave, Bishop",5500,378776,605747,2678,861,Inyo
36.60464,-118.05777,"191 S Lakeview St, Lone Pine",7200,273073,379322,1254,116,Inyo
36.6055,-118.05791,"131 S Lakeview St, Lone Pine",7250,307749,379322,845,-293,Inyo
37.16509,-118.29173,"170 Flower Alley, Big Pine",5791,75515,431538,4201,2906,Inyo
36.60537,-118.05791,"141 S Lakeview St, Lone Pine",7250,192500,379322,2204,1067,Inyo
37.16506,-118.29138,"172 Flower Alley, Big Pine",14374,513957,513957,0,-1542,Inyo
37.36357,-118.39791,"362 N Fowler St, Bishop",5500,275970,605747,3891,2074,Inyo
37.36372,-118.39791,"386 N Fowler St, Bishop",5500,232782,605747,4401,2584,Inyo
36.60792,-118.06307,"330 N Jackson St, Lone Pine",10000,288248,379322,1075,-63,Inyo
36.60564,-118.0584,"112 S Mt Whitney Dr, Lone Pine",7250,149768,379322,2709,1571,Inyo
37.16506,-118.2903,"191 S Main St, Big Pine",8854,288465,431538,1688,394,Inyo
36.60812,-118.06246,"240 E Locust St, Lone Pine",4875,187690,379322,2261,1123,Inyo
36.60818,-118.06216,"260 E Locust St, Lone Pine",2598,149047,379322,2717,1579,Inyo
36.60815,-118.0623,"250 E Locust St, Lone Pine",3977,346800,379322,384,-754,Inyo
36.6071,-118.06213,"237 E Bush St, Lone Pine",5000,123926,379322,3014,1876,Inyo
36.6034,-118.06473,"305 S Brewery St, Lone Pine",7200,144415,379322,2772,1634,Inyo
36.60268,-118.06431,"405 S Brewery St, Lone Pine",6600,101396,379322,3280,2142,Inyo
37.16521,-118.28911,"160 S Main St, Big Pine",10635,147705,431538,3349,2055,Inyo
37.36416,-118.39695,"436 Hammond St, Bishop",5490,365578,605747,2834,1017,Inyo
36.60704,-118.06229,"229 E Bush St, Lone Pine",5000,275000,379322,1231,93,Inyo
36.60306,-118.06459,"337 S Brewery St, Lone Pine",12075,334280,379322,531,-606,Inyo
36.60688,-118.06256,"201 E Bush St, Lone Pine",5000,199642,379322,2120,982,Inyo
36.60738,-118.06241,"220 E Willow St, Lone Pine",3750,153337,379322,2667,1529,Inyo
36.60725,-118.06235,"230 Mcelroy Ln, Lone Pine",3750,188168,379322,2256,1118,Inyo
36.60379,-118.06325,"306 S Washington St, Lone Pine",4125,130312,379322,2938,1800,Inyo
36.60735,-118.06172,"185 N Lone Pine Ave, Lone Pine",7494,63256,379322,3730,2592,Inyo
37.16329,-118.30016,"771 Nancy Ln, Big Pine",51400,410000,431538,254,-1040,Inyo
36.60811,-118.06184,"280 E Locust St, Lone Pine",14336,62481,379322,3739,2601,Inyo
37.16315,-118.29947,"376 Rossi Ln, Big Pine",13139,130269,431538,3555,2260,Inyo
36.80365,-118.1947,"151 Rosedale Dr, Independence",11058,151146,316130,1947,998,Inyo
36.60361,-118.0638,"303 S Washington St, Lone Pine",5000,78686,379322,3548,2410,Inyo
36.60312,-118.06399,"239 Tim Holt St, Lone Pine",6100,131334,379322,2926,1788,Inyo
36.60798,-118.06045,"235 N Hay St, Lone Pine",7500,320000,379322,700,-438,Inyo
36.80379,-118.19345,"147 Valley View Dr, Independence",6818,217785,316130,1160,212,Inyo
37.36261,-118.39876,"269 High School Dr, Bishop",3980,137856,605747,5521,3704,Inyo
36.60296,-118.06281,"414 S Washington St, Lone Pine",5000,94695,379322,3359,2221,Inyo
37.16278,-118.29949,"751 Nancy Ln, Big Pine",12048,381014,431538,596,-698,Inyo
37.36286,-118.3976,"350 Academy Ave, Bishop",10440,487093,605747,1400,-417,Inyo
37.36283,-118.3974,"304 Academy Ave, Bishop",8042,325087,605747,3312,1495,Inyo
37.16282,-118.29982,"761 Rossi Ln, Big Pine",17324,83545,431538,4106,2812,Inyo
36.60409,-118.0603,"350 E Post St, Lone Pine",6036,351900,379322,324,-814,Inyo
36.6033,-118.06045,"261 S Hay St, Lone Pine",6500,107556,379322,3207,2069,Inyo
36.60263,-118.061,"310 South Lone Pine Ave, Lone Pine",6000,243836,379322,1599,461,Inyo
37.37124,-118.40066,"662 Sycamore Dr, Bishop",8625,85694,605747,6137,4319,Inyo
36.60289,-118.06099,"290 S Lone Pine Ave, Lone Pine",7500,245000,379322,1585,447,Inyo
37.37124,-118.4004,"660 Sycamore Dr, Bishop",8625,106694,605747,5889,4072,Inyo
36.60317,-118.06099,"270 S Lone Pine Ave, Lone Pine",7500,290140,379322,1052,-86,Inyo
37.37124,-118.40014,"658 Sycamore Dr, Bishop",8625,629000,629000,0,-1887,Inyo
37.37169,-118.40015,"659 Sycamore Dr, Bishop",8250,326686,605747,3293,1476,Inyo
37.37169,-118.40041,"661 Sycamore Dr, Bishop",8250,596418,605747,110,-1707,Inyo
36.60416,-118.06106,"200 S Lone Pine Ave, Lone Pine",7426,288017,379322,1077,-61,Inyo
37.37169,-118.40067,"663 Sycamore Dr, Bishop",8250,259020,605747,4091,2274,Inyo
36.60409,-118.06064,"330 E Post St, Lone Pine",6036,276017,379322,1219,81,Inyo
36.6033,-118.06099,"260 S Lone Pine Ave, Lone Pine",7500,114599,379322,3124,1986,Inyo
36.60412,-118.06081,"324 E Post St, Lone Pine",4307,355980,379322,275,-863,Inyo
37.16432,-118.29935,"235 Rossi Ln, Big Pine",9938,281941,431538,1765,471,Inyo
36.60397,-118.06101,"210 S Lone Pine Ave, Lone Pine",7875,200247,379322,2113,975,Inyo
36.60399,-118.05915,"211 S Mt Whitney Dr, Lone Pine",6500,23353,379322,4200,3062,Inyo
36.6033,-118.05915,"261 S Mt Whitney Dr, Lone Pine",6500,45076,379322,3944,2806,Inyo
36.60289,-118.05916,"291 S Mt Whitney Dr, Lone Pine",6500,172919,379322,2436,1298,Inyo
37.16453,-118.29749,"600 Cornell St, Big Pine",14532,130920,431538,3547,2253,Inyo
37.36012,-118.40087,"197 Edward St, Bishop",7007,234015,605747,4386,2569,Inyo
37.35999,-118.40087,"199 Edward St, Bishop",7007,377265,605747,2696,879,Inyo
36.60276,-118.0597,"300 South Hay St, Lone Pine",7500,223288,379322,1841,703,Inyo
37.16454,-118.29668,"540 Cornell St, Big Pine",10899,203155,431538,2695,1400,Inyo
36.60289,-118.0597,"290 S Hay St, Lone Pine",7500,196922,379322,2152,1014,Inyo
37.16454,-118.29686,"560 Cornell St, Big Pine",11359,402400,431538,344,-951,Inyo
36.60358,-118.05969,"240 S Hay St, Lone Pine",7500,231825,379322,1740,602,Inyo
37.3603,-118.40087,"195 Edward St, Bishop",10511,348950,605747,3030,1213,Inyo
37.16455,-118.29442,"211 S School St, Big Pine",13140,178885,431538,2981,1687,Inyo
36.60399,-118.05969,"210 S Hay St, Lone Pine",7500,210326,379322,1994,856,Inyo
37.3605,-118.40087,"193 Edward St, Bishop",10511,561816,605747,518,-1299,Inyo
37.16436,-118.29443,"231 S School St, Big Pine",13140,98397,431538,3931,2636,Inyo
36.60416,-118.05969,"402 E Post St, Lone Pine",10609,459510,459510,0,-1379,Inyo
37.36064,-118.40135,"186 Iris St, Bishop",9824,763113,763113,0,-2289,Inyo
37.16454,-118.29631,"520 Cornell St, Big Pine",12528,364000,431538,797,-498,Inyo
36.60317,-118.05915,"271 S Mt Whitney Dr, Lone Pine",6500,217812,379322,1906,768,Inyo
36.60303,-118.05915,"281 S Mt Whitney Dr, Lone Pine",6500,111224,379322,3164,2026,Inyo
37.16454,-118.2961,"518 Cornell St, Big Pine",12528,190329,431538,2846,1552,Inyo
37.36095,-118.39971,"137 Fulton St, Bishop",7007,179128,605747,5034,3217,Inyo
36.60351,-118.05915,"251 S Mt Whitney Dr, Lone Pine",13000,284104,379322,1124,-14,Inyo
37.16468,-118.2965,"530 Cornell St, Big Pine",5428,362100,431538,819,-475,Inyo
37.36054,-118.40019,"192 Edward St, Bishop",7007,390527,605747,2540,722,Inyo
36.60317,-118.0597,"270 S Hay St, Lone Pine",7500,102399,379322,3268,2130,Inyo
37.1644,-118.2965,"532 Cornell St, Big Pine",5428,218552,431538,2513,1219,Inyo
36.6033,-118.0597,"260 S Hay St, Lone Pine",7500,192288,379322,2207,1069,Inyo
37.16305,-118.29446,"325 S School St, Big Pine",20650,83358,431538,4109,2814,Inyo
36.60344,-118.0597,"250 S Hay St, Lone Pine",7500,185616,379322,2286,1148,Inyo
37.16454,-118.29726,"572 Cornell St, Big Pine",12528,196009,431538,2779,1485,Inyo
36.60379,-118.05969,"230 S Hay St, Lone Pine",15000,232109,379322,1737,599,Inyo
37.16454,-118.29706,"570 Cornell St, Big Pine",12445,242535,431538,2230,936,Inyo
36.60276,-118.05916,"301 S Mt Whitney Dr, Lone Pine",6500,283313,379322,1133,-5,Inyo
36.60263,-118.05916,"311 S Mt Whitney Dr, Lone Pine",5200,170598,379322,2463,1325,Inyo
37.16455,-118.29496,"440 Cornell St, Big Pine",25975,450460,450460,0,-1351,Inyo
37.36026,-118.40019,"196 Edward St, Bishop",7007,177976,605747,5048,3230,Inyo
36.60358,-118.05792,"241 S Lakeview St, Lone Pine",7250,140915,379322,2813,1675,Inyo
36.60344,-118.05792,"251 S Lakeview St, Lone Pine",7250,258663,379322,1424,286,Inyo
36.6031,-118.05841,"280 S Mt Whitney Dr, Lone Pine",14500,505000,505000,0,-1515,Inyo
36.6033,-118.05841,"260 South Mt Whitney Dr, Lone Pine",7250,288047,379322,1077,-61,Inyo
36.60344,-118.05841,"250 S Mt Whitney Dr, Lone Pine",7250,192222,379322,2208,1070,Inyo
37.36006,-118.40032,"587 Lagoon St, Bishop",6054,599581,605747,73,-1744,Inyo
36.60358,-118.05841,"240 South Mt Whitney Dr, Lone Pine",7250,368972,379322,122,-1016,Inyo
37.36013,-118.3997,"169 Fulton St, Bishop",7007,250153,605747,4196,2379,Inyo
37.16454,-118.29581,"500 Cornell St, Big Pine",23295,95643,431538,3964,2669,Inyo
37.16412,-118.29446,"241 S School St, Big Pine",21830,87833,431538,4056,2761,Inyo
37.16332,-118.29446,"301 S School St, Big Pine",19939,227381,431538,2409,1114,Inyo
36.60399,-118.05841,"210 S Mt Whitney Dr, Lone Pine",7250,121947,379322,3037,1899,Inyo
37.36227,-118.39166,"215 North Third St, Bishop",7480,446047,605747,1884,67,Inyo
37.16467,-118.29817,"210 West St, Big Pine",43560,137036,431538,3475,2181,Inyo
37.36027,-118.3997,"163 Fulton St, Bishop",7007,356580,605747,2940,1123,Inyo
36.60289,-118.05792,"291 S Lakeview St, Lone Pine",7250,194906,379322,2176,1038,Inyo
37.36206,-118.39166,"175 N Third St, Bishop",7380,342365,605747,3108,1291,Inyo
37.36191,-118.39234,"219 East Line St, Bishop",13560,502050,605747,1224,-594,Inyo
36.60396,-118.05791,"211 S Lakeview St, Lone Pine",10875,357000,379322,263,-875,Inyo
37.16384,-118.29446,"261 S School St, Big Pine",21204,403258,431538,334,-961,Inyo
37.3604,-118.40019,"194 Edward St, Bishop",7007,481007,605747,1472,-345,Inyo
36.60375,-118.05792,"231 S Lakeview St, Lone Pine",10875,206364,379322,2041,903,Inyo
37.16276,-118.2943,"331 S School St, Big Pine",13073,338130,431538,1102,-192,Inyo
37.16271,-118.2946,"333 S School St, Big Pine",14452,355130,431538,902,-393,Inyo
37.36184,-118.3933,"175 E Line St, Bishop",8958,396445,605747,2470,653,Inyo
36.6027,-118.05829,"521 Muir St, Lone Pine",6480,358033,379322,251,-887,Inyo
36.6027,-118.05807,"531 Muir St, Lone Pine",5040,100018,379322,3296,2158,Inyo
37.16423,-118.29023,"132 Dewey St, Big Pine",12787,277857,431538,1813,519,Inyo
36.6027,-118.05783,"301 S Lakeview St, Lone Pine",8010,112983,379322,3143,2005,Inyo
36.6033,-118.05792,"261 S Lakeview St, Lone Pine",7250,122189,379322,3034,1896,Inyo
36.6037,-118.05667,"642 E Post St, Lone Pine",5125,105117,379322,3236,2098,Inyo
36.6037,-118.0565,"654 E Post St, Lone Pine",5125,120561,379322,3053,1915,Inyo
37.16333,-118.29071,"141 Chestnut St, Big Pine",19830,360653,431538,836,-458,Inyo
37.16335,-118.2932,"301 Chestnut St, Big Pine",12519,91464,431538,4013,2718,Inyo
36.6037,-118.05633,"311 Line St, Lone Pine",5125,156060,379322,2634,1497,Inyo
37.16421,-118.29334,"310 Dewey St, Big Pine",14153,225263,431538,2434,1139,Inyo
36.60341,-118.05637,"665 South St, Lone Pine",7687,37822,379322,4030,2892,Inyo
36.60341,-118.05663,"645 South St, Lone Pine",7687,42024,379322,3980,2842,Inyo
37.16421,-118.29286,"280 Dewey St, Big Pine",14086,99665,431538,3916,2621,Inyo
36.60341,-118.05684,"635 South St, Lone Pine",5125,227310,379322,1794,656,Inyo
36.60341,-118.05701,"625 South St, Lone Pine",5125,33705,379322,4078,2940,Inyo
36.60341,-118.05718,"615 South St, Lone Pine",5125,121851,379322,3038,1900,Inyo
36.60341,-118.05735,"605 South St, Lone Pine",5125,270300,379322,1286,148,Inyo
37.16422,-118.29211,"240 Dewey St, Big Pine",14824,369661,431538,730,-564,Inyo
36.6037,-118.05735,"604 E Post St, Lone Pine",5125,300676,379322,928,-210,Inyo
36.603,-118.05693,"626 South St, Lone Pine",10250,59281,379322,3776,2639,Inyo
36.603,-118.05633,"666 South St, Lone Pine",5125,293913,379322,1008,-130,Inyo
36.60273,-118.05669,"645 Muir St, Lone Pine",2970,67918,379322,3675,2537,Inyo
37.16333,-118.29109,"161 Chestnut St, Big Pine",9335,371563,431538,708,-587,Inyo
36.60273,-118.05701,"625 Muir St, Lone Pine",5125,177363,379322,2383,1245,Inyo
37.16374,-118.29094,"341 Hall St, Big Pine",26136,182070,431538,2944,1649,Inyo
